enc,codigo,cliente,descricao,quantidadeProducao,quantidadePicada,qrCode
ENC-A-2252611,A10CBMC000S0278A,MUNICIPIO DA TROFA,Mesinha Cabeceira 34x29.5x40cm - FFaia/MDF,10,,
ENC-A-2252611,A10CBRO000S0181A,MUNICIPIO DA TROFA,"Roupeiro 50 x 37,5 x 85cm - FFaia",10,,
ENC-A-2252979,A10Q3FC060S1985A,MUNICÍPIO DE AVIS,Mesa Múltipla 120x80x76cm (TE) - (Cm)Cinza Claro/R7035,6,,
ENC-A-2252611,A10CBCM00000181A,MUNICIPIO DA TROFA,Cama 60x100x42cm- FFaia,10,,
ENC-A-2252611,A10CBEH000S0278A,MUNICIPIO DA TROFA,Estante c/Prateleiras Horizontal 80x35x100cm - Faia,10,,
ENC-A-2252611,A10CBEI000S0181A,MUNICIPIO DA TROFA,Estante c/Prateleiras Inclinadas 80x35x100cm - FFaia,10,,
ENC-A-2252611,A10CBEF000S0278A,MUNICIPIO DA TROFA,Estante com suporte para folhas 80x35x100cm - FFaia/MDF,10,,
ENC-A-2252611,A10CBCA000S0632A,MUNICIPIO DA TROFA,Contentor Álbuns 50x50x40cm - Branco,10,,
ENC-A-2253254,A10Q3HB010S0021A,AGRUPAMENTO DE ESCOLAS DE TEIXOSO,Estirador 90x70x85-100cm - T166/R7035,1,,
ENC-A-2260153,A14OPNEPWTS0222A,ESISTEMAS-CONSULT. SISTEMAS COMUN.VISUAL,Estação Carregamento ONE Powerstation 45x45x85cm - (Cm)Cinza Claro/R7035,58,,
ENC-A-2252611,A10CBME000S0278A,MUNICIPIO DA TROFA,Mesa 60x60x54cm - FFaia/MDF,10,,
ENC-A-2253389,A10ERSP00000T65A,SAGAH INVESTMENTS,Cadeira Alta ERGOS SHELL 4 Pernas 49x49x65cm - (P)2169C/R7035,26,,
ENC-A-2253434,A10ERSP00000T64A,SAGAH INVESTMENTS,Cadeira Alta ERGOS SHELL 4 Pernas 49x49x65cm - (P)623/R7035,26,,
ENC-A-2253014,A10Q3AI05001670A,MUNICÍPIO DE ALCANENA,Banco Corrido 200x40x44cm - (Fe)Cinza Claro/R7035 (NÃO PRODUZIR/ FATURAR),40,,
ENC-A-2253014,A10Q3AI05001670A,MUNICÍPIO DE ALCANENA,Banco Corrido 200x40x44cm - (Fe)Cinza Claro/R7035 (PRODUZIR/ NÃO FAT),24,,
ENC-A-2253389,A10ERSPCR0S0R24B,SAGAH INVESTMENTS,Cadeira ERGOS SHELL Pé Central c/Repousa Pés 63x63x65-89cm - (P)2169C,1,,
ENC-A-2253434,A10ERSPCR0S0Q47B,SAGAH INVESTMENTS,Cadeira ERGOS SHELL Pé Central c/Repousa Pés 63x63x65-89cm - (P)623,1,,
ENC-A-2253388,A10ERGOS06S0R22A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Cadeira ERGOS 06 - 50x50x46cm - (P)411,24,,
ENC-A-2253388,A10ERGOS06S0R22A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Cadeira ERGOS 06 - 50x50x46cm - (P)411,24,,
ENC-A-2253388,A10ERGOS06S0R22A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Cadeira ERGOS 06 - 50x50x46cm - (P)411,24,,
ENC-A-2253388,A10BLQ0600S0L38A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Quadrado 45x45x45cm - (Ps)Furacão_8006,4,,
ENC-A-2253388,A10BLQ0600S0L38A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Quadrado 45x45x45cm - (Ps)Furacão_8006,4,,
ENC-A-2253388,A10BLQ0600S0L38A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Quadrado 45x45x45cm - (Ps)Furacão_8006,4,,
ENC-A-2253398,A10BLQ0600S0L38A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Quadrado 45x45x45cm - (Ps)Furacão_8006,4,,
ENC-A-2253398,A10BLQ0600S0L38A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Quadrado 45x45x45cm - (Ps)Furacão_8006,4,,
ENC-A-2253388,A10ERSPCR0S0R22B,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Cadeira ERGOS SHELL Pé Central c/Repousa Pés 63x63x65-89cm - (P)411,1,,
ENC-A-2253388,A10ERSPCR0S0R22B,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Cadeira ERGOS SHELL Pé Central c/Repousa Pés 63x63x65-89cm - (P)411,1,,
ENC-A-2253388,A10ERSPCR0S0R22B,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Cadeira ERGOS SHELL Pé Central c/Repousa Pés 63x63x65-89cm - (P)411,1,,
ENC-A-2253388,A10ERSPCR0S0R22B,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Cadeira ERGOS SHELL Pé Central c/Repousa Pés 63x63x65-89cm - (P)411,1,,
ENC-A-2253388,A10DKURDF6S0L33A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Mesa Retangular Dupla DESK 21 120x65x76cm - (Cm)Branco/R7021,6,,
ENC-A-2253388,A10DKURDF6S0L33A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Mesa Retangular Dupla DESK 21 120x65x76cm - (Cm)Branco/R7021,6,,
ENC-A-2253388,A10DKURDF6S0L33A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Mesa Retangular Dupla DESK 21 120x65x76cm - (Cm)Branco/R7021,6,,
ENC-A-2253388,900000004,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,FC - Mesa Retangular Dupla DESK 21 (c/Furação 2PC) 120x65x76cm - (Cm)Branco/7021,9,,
ENC-A-2253388,900000004,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,FC - Mesa Retangular Dupla DESK 21 (c/Furação 2PC) 120x65x76cm - (Cm)Branco/7021,9,,
ENC-A-2253388,900000004,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,FC - Mesa Retangular Dupla DESK 21 (c/Furação 2PC) 120x65x76cm - (Cm)Branco/7021,9,,
ENC-A-2253388,900000004,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,FC - Mesa Retangular Dupla DESK 21 (c/Furação 2PC) 120x65x76cm - (Cm)Branco/7021,4,,
ENC-A-2253398,900000004,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,FC - Mesa Retangular Dupla DESK 21 (c/Furação 2PC) 120x65x76cm - (Cm)Branco/7021,9,,
ENC-A-2253398,900000004,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,FC - Mesa Retangular Dupla DESK 21 (c/Furação 2PC) 120x65x76cm - (Cm)Branco/7021,9,,
ENC-A-2253398,900000004,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,FC - Mesa Retangular Dupla DESK 21 (c/Furação 2PC) 120x65x76cm - (Cm)Branco/7021,9,,
ENC-A-2253398,900000004,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,FC - Mesa Retangular Dupla DESK 21 (c/Furação 2PC) 120x65x76cm - (Cm)Branco/7021,6,,
ENC-A-2253388,I20CE99911700440,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,PI - Chapa Ceramica Branca L=1175mm 6900x1175mm (PRODUZIR / N FATURAR),1,,
ENC-A-2253388,A10MTMUP80S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Amêndoa_8025,3,,
ENC-A-2253388,A10MTMUP80S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Amêndoa_8025,3,,
ENC-A-2253388,A10MTMUP80S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Amêndoa_8025,3,,
ENC-A-2253388,A10MTMUP80S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Amêndoa_8025,3,,
ENC-A-2253388,A10MTMUP80S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Amêndoa_8025,2,,
ENC-A-2253398,A10MTMUP80S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Amêndoa_8025,3,,
ENC-A-2253398,A10MTMUP80S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Amêndoa_8025,3,,
ENC-A-2253398,A10MTMUP80S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Amêndoa_8025,3,,
ENC-A-2253398,A10MTMUP80S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Amêndoa_8025,3,,
ENC-A-2253398,A10MTMUP80S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Amêndoa_8025,2,,
ENC-A-2253388,A10MTMUP80S0O01A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Furacão_8006,3,,
ENC-A-2253388,A10MTMUP80S0O01A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Furacão_8006,3,,
ENC-A-2253388,A10MTMUP80S0O01A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Furacão_8006,3,,
ENC-A-2253388,A10MTMUP80S0O01A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Furacão_8006,3,,
ENC-A-2253388,A10MTMUP80S0O01A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Furacão_8006,2,,
ENC-A-2253398,A10MTMUP80S0O01A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Furacão_8006,3,,
ENC-A-2253398,A10MTMUP80S0O01A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Furacão_8006,3,,
ENC-A-2253398,A10MTMUP80S0O01A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Furacão_8006,3,,
ENC-A-2253398,A10MTMUP80S0O01A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Furacão_8006,3,,
ENC-A-2253398,A10MTMUP80S0O01A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Furacão_8006,2,,
ENC-A-2253388,A10MTMUP80S0O03A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Duna_8003,2,,
ENC-A-2253388,A10MTMUP80S0O03A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Duna_8003,2,,
ENC-A-2253388,A10MTMUP80S0O03A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Duna_8003,2,,
ENC-A-2253388,A10MTMUP80S0O03A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Duna_8003,2,,
ENC-A-2253388,A10MTMUP80S0O03A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Duna_8003,2,,
ENC-A-2253398,A10MTMUP80S0O03A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Duna_8003,2,,
ENC-A-2253398,A10MTMUP80S0O03A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Duna_8003,2,,
ENC-A-2253398,A10MTMUP80S0O03A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Duna_8003,2,,
ENC-A-2253398,A10MTMUP80S0O03A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Duna_8003,2,,
ENC-A-2253398,A10MTMUP80S0O03A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute Losango 88x52x8cm - (Ps)Duna_8003,2,,
ENC-A-2253388,A10ERSPC00S0R22B,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Cadeira ERGOS SHELL Pé Central 63x63x42-52cm - (P)411,20,,
ENC-A-2253388,A10BLR06G0S0D37A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Retangular 135x45x45cm - (Ps)Kiwi_8013,1,,
ENC-A-2253388,A10BLR06G0S0D37A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Retangular 135x45x45cm - (Ps)Kiwi_8013,1,,
ENC-A-2253388,A10BLR06G0S0D37A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Retangular 135x45x45cm - (Ps)Kiwi_8013,4,,
ENC-A-2253398,A10BLR06G0S0D37A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Retangular 135x45x45cm - (Ps)Kiwi_8013,2,,
ENC-A-2253398,A10BLR06G0S0D37A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Retangular 135x45x45cm - (Ps)Kiwi_8013,2,,
ENC-A-2253388,A10BLR0600S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Retangular 90x45x45cm - (Ps)Amendoa_8025,2,,
ENC-A-2253388,A10BLR0600S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Retangular 90x45x45cm - (Ps)Amendoa_8025,2,,
ENC-A-2253388,A10BLR0600S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Retangular 90x45x45cm - (Ps)Amendoa_8025,2,,
ENC-A-2253398,A10BLR0600S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Retangular 90x45x45cm - (Ps)Amendoa_8025,2,,
ENC-A-2253398,A10BLR0600S0U06A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Puff Retangular 90x45x45cm - (Ps)Amendoa_8025,4,,
ENC-A-2253388,A10MTMAR00S0W45A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico MUTE c/ Rodas 70x5x160cm - (Ps)Amêndoa_8025/R7035,2,,
ENC-A-2253398,A10MTMAR00S0W45A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico MUTE c/ Rodas 70x5x160cm - (Ps)Amêndoa_8025/R7035,2,,
ENC-A-2253388,A10MTMAR00S0G72A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico Mute (MAR) c/Rodízios 70x5x160cm - (Ps)Furacão_8006/R7035,2,,
ENC-A-2253388,A10MTMAR00S0I35A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico MUTE c/ Rodas 70x5x160cm - (Ps)Kiwi_8013/R7035,1,,
ENC-A-2253398,A10MTMAR00S0I35A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Painel Acústico MUTE c/ Rodas 70x5x160cm - (Ps)Kiwi_8013/R7035,2,,
ENC-A-2253389,900000004,SAGAH INVESTMENTS,FC-Bancada de Lavagem c/Pio+Torneira+Escorredor 150x75x90cm-(Fe)Cinza Claro/7035,2,,
ENC-A-2253434,900000004,SAGAH INVESTMENTS,FC-Bancada de Lavagem c/Pio+Torneira+Escorredor 150x75x90cm-(Fe)Cinza Claro/7035,2,,
ENC-A-2253389,900000004,SAGAH INVESTMENTS,FC-Bancada Professor 240x75x90cm c/Estrutura metálica C - (Fe)Cinza Claro/R7035,1,,
ENC-A-2253434,900000004,SAGAH INVESTMENTS,FC-Bancada Professor 240x75x90cm c/Estrutura metálica C - (Fe)Cinza Claro/R7035,1,,
ENC-A-2253389,A10ERETROSS0222A,SAGAH INVESTMENTS,Trolley ERGOS Simples 38x39x89cm - R7035,1,,
ENC-A-2253434,A10ERETROSS0222A,SAGAH INVESTMENTS,Trolley ERGOS Simples 38x39x89cm - R7035,1,,
ENC-A-2253389,900000004,SAGAH INVESTMENTS,FC-Bancada Inicial 190x130x90cm - (CF)Cinza Claro/R7035,2,,
ENC-A-2253434,900000004,SAGAH INVESTMENTS,FC-Bancada Inicial 190x130x90cm - (CF)Cinza Claro/R7035,2,,
ENC-A-2253389,900000004,SAGAH INVESTMENTS,FC-Bancada Intermédia 190x130x90cm - (CF)Cinza Claro /R7035,2,,
ENC-A-2253434,900000004,SAGAH INVESTMENTS,FC-Bancada Intermédia 190x130x90cm - (CF)Cinza Claro /R7035,2,,
ENC-A-2253389,900000004,SAGAH INVESTMENTS,FC-Bancada Final 130x130x90mm - (CF)Cinza Claro/R7035,2,,
ENC-A-2253434,900000004,SAGAH INVESTMENTS,FC-Bancada Final 130x130x90mm - (CF)Cinza Claro/R7035,2,,
ENC-A-2253389,900000004,SAGAH INVESTMENTS,FC-Bancada 130x75x90mm - (CF) Cinza Claro / R7035,2,,
ENC-A-2253434,900000004,SAGAH INVESTMENTS,FC-Bancada 130x75x90mm - (CF) Cinza Claro / R7035,2,,
ENC-A-2253398,A10ERSPC00S0596B,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Cadeira ERGOS SHELL Pé Central 63x63x42-52cm - (P)623,24,,
ENC-A-2253398,A19ZZ0000611000B,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Chapa Ceramica Branca L=1175mm - 3000x1175mm (FORNECER - NÃO FATURAR),1,,
ENC-A-2253398,A19ZZ0000611000A,ASS. PROMOTORA ENSINO PROF. DA COVA DA BEIRA,Chapa Ceramica Branca L=1175mm - 4000x1175mm - (FORNECER - NÃO FATURAR),1,,
ENC-A-2253401,A10ERS4008S0Z12A,SAGAH INVESTMENTS,Cadeira Alta ERGOS SHELL 4 Pernas 49x49x65cm - (P)432/R9005,24,,
ENC-A-2253403,A10ERETROSS0Z00A,SAGAH INVESTMENTS,Trolley ERGOS Simples 38x39x89cm - R7044,6,,
ENC-A-2260196,A10PREP00520598A,MUNICÍPIO DA BATALHA,"Secretária Pés em ""T"" 160x80x75cm (AL88+CAC) - (Me)CinzaClaro/R7035",1,,
ENC-A-2260196,A10PREP00520598A,MUNICÍPIO DA BATALHA,"Secretária Pés em ""T"" 160x80x75cm (AL88+CAC) - (Me)CinzaClaro/R7035",1,,
ENC-A-2260196,A10Q3LA050S0222A,MUNICÍPIO DA BATALHA,Armário Arquivo Gavetas 50.5x61.5x132cm - R7035,1,,
ENC-A-2260196,A10Q3LA050S0222A,MUNICÍPIO DA BATALHA,Armário Arquivo Gavetas 50.5x61.5x132cm - R7035,1,,
ENC-A-2260196,A10Q3LF02PS0222B,MUNICÍPIO DA BATALHA,Armário Vestiário Triplo c/Pés 92.8x50.2x195cm - R7035,3,,
ENC-A-2260196,A10Q3FE01004985A,MUNICÍPIO DA BATALHA,Mesa Circular Ø120x46cm - (Cm)CinzaClaro/R7035,6,,
ENC-A-2260196,A10Q3FE02003985A,MUNICÍPIO DA BATALHA,Mesa Circular Ø120x53cm - (Cm)CinzaClaro/R7035,6,,
ENC-A-2260196,A19ZZ0001000CO8A,MUNICÍPIO DA BATALHA,Banca Muda-Fraldas c/10 Gavetas 90x60x90cm - (Me)Bétula,2,,
ENC-A-2260196,A19AR0000871CO8A,MUNICÍPIO DA BATALHA,Armário 6xCacifos 100x43.5x85cm - (Me)Bétula,6,,
ENC-A-2260196,A19AR0000712222A,MUNICÍPIO DA BATALHA,Armário Aberto c/Pegas + 12xT1 + 3xT2 - 102x43x98.5cm - R7035,2,,
ENC-O-1366,900000004,RECTORADO DE LA UNIVERSIDAD DE ZARAGOZA,FC - Mesa Aula (Perna 50x50) 150x50x73cm c/Niveladores - T166/R7035,1,,
ENC-O-1366,900000004,RECTORADO DE LA UNIVERSIDAD DE ZARAGOZA,FC-Mesa c/PF+2G_Fixo+CH (Perna50x50)160x80x74cm c/Nivelador-(Me)Cinza Claro/7035,1,,
ENC-O-1366,900000004,RECTORADO DE LA UNIVERSIDAD DE ZARAGOZA,FC-Secretária c/PF+CH (Perna 50x50)180x80x74cm c/Nivelador- (Me)Cinza Claro/7035,1,,
